price,score,name,link
60.00,95,Flying Goat Cellars Rio Vista Vineyard Dijon Pinot Noir 2013,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/flying-goat-cellars-rio-vista-vineyard-dijon-pinot-noir-2013-633842
540.00,94,Domaine de la Romanée-Conti Échézeaux Grand Cru 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/domaine-de-la-roman%C3%A9e-conti-%C3%A9ch%C3%A9zeaux-grand-cru-2017-634196
32.95,91,Domaine Sangouard-Guyot Terroirs Pouilly-Fuissé 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/domaine-sangouard-guyot-terroirs-pouilly-fuiss%C3%A9-2016-637850
24.95,90,Josh Cellars North Coast Reserve Cabernet Sauvignon 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/josh-cellars-north-coast-reserve-cabernet-sauvignon-2016-648675
23.95,93,Staete Landt Annabel Sauvignon Blanc 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/staete-landt-annabel-sauvignon-blanc-2018-648691
22.25,92,Cambria Tepusquet Vineyard Syrah 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/cambria-tepusquet-vineyard-syrah-2014-660415
75.00,94,Palazzo Brunello di Montalcino 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/palazzo-brunello-di-montalcino-2015-660746
65.00,92,Croix Canon 2012,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/croix-canon-2012-671289
75.00,96,Brancaia Ilatraia 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/brancaia-ilatraia-2015-685230
30.95,89,Jean Pabiot et Fils Domaine des Fines Caillottes Pouilly-Fumé 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/jean-pabiot-et-fils-domaine-des-fines-caillottes-pouilly-fum%C3%A9-2018-695908
59.00,92,Château La Nerthe Châteauneuf-du-Pape Blanc 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/ch%C3%A2teau-la-nerthe-ch%C3%A2teauneuf-du-pape-blanc-2018-704429
653.00,100,Vérité La Joie 2007,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/v%C3%A9rit%C3%A9-la-joie-2007-710285
105.00,91,Patrick Javillier Les Tillets Meursault 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/patrick-javillier-les-tillets-meursault-2018-714899
69.00,95,San Felice Poggio Rosso Gran Selezione Chianti Classico 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/san-felice-poggio-rosso-gran-selezione-chianti-classico-2016-902809
22.95,90,Bogle Vineyards Cabernet Sauvignon 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/bogle-vineyards-cabernet-sauvignon-2016-904565
49.95,92,La Crema Russian River Valley Pinot Noir 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/la-crema-russian-river-valley-pinot-noir-2015-906404
27.95,94,Lapostolle Cuvée Alexandre Cabernet Sauvignon 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/lapostolle-cuv%C3%A9e-alexandre-cabernet-sauvignon-2015-947929
16.95,88,Famille Perrin Nature Côtes du Rhône 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/famille-perrin-nature-c%C3%B4tes-du-rh%C3%B4ne-2017-948059
21.95,92,Barón de Ley Reserva 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/bar%C3%B3n-de-ley-reserva-2015-958868
27.95,93,Condado de Haza Crianza 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/condado-de-haza-crianza-2014-963348
17.95,92,Domaine de La Madone Le Perréon Beaujolais-Villages 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/domaine-de-la-madone-le-perr%C3%A9on-beaujolais-villages-2018-981175
17.95,93,Mount Riley Sauvignon Blanc 2019,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/mount-riley-sauvignon-blanc-2019-981670
39.75,94,Catena Alta Historic Rows Malbec 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/catena-alta-historic-rows-malbec-2016-982355
95.00,96,Laurent-Perrier Brut Millésimé Champagne 2008,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/laurent-perrier-brut-mill%C3%A9sim%C3%A9-champagne-2008-983874
19.95,93,d'Arenberg The Footbolt Shiraz 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/darenberg-the-footbolt-shiraz-2017-984021
16.95,91,Terra d'Aligi Tatone Montepulciano d'Abruzzo 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/terra-daligi-tatone-montepulciano-dabruzzo-2016-994616
23.95,90,J.L. Chave Sélection Mon Coeur Côtes du Rhône 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/jl-chave-s%C3%A9lection-mon-coeur-c%C3%B4tes-du-rh%C3%B4ne-2017-995548
18.95,93,Solanera Viñas Viejas 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/solanera-vi%C3%B1as-viejas-2016-276162
19.95,91,Reif Reserve Gewürztraminer 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/reif-reserve-gew%C3%BCrztraminer-2016-360255
45.00,95,Adão António Aguiar Reserva 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/ad%C3%A3o-ant%C3%B3nio-aguiar-reserva-2014-539544
23.00,90,Santa Ema Amplus Chardonnay 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/santa-ema-amplus-chardonnay-2018-638437
20.75,90,Prieto Pariente La Provincia 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/prieto-pariente-la-provincia-2015-644872
25.95,93,Tornatore Etna Rosso 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/tornatore-etna-rosso-2017-487090
19.95,95,Zonte's Footstep Chocolate Factory Shiraz 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/zontes-footstep-chocolate-factory-shiraz-2018-396481
40.95,93,Gabriel Meffre Laurus Gigondas 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/gabriel-meffre-laurus-gigondas-2014-163113
115.00,91,Maison Louis Jadot Les Clos Chablis Grand Cru 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/maison-louis-jadot-les-clos-chablis-grand-cru-2018-508424
20.95,92,Lavau Rasteau 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/lavau-rasteau-2015-394650
34.95,90,Cambria Julia's Vineyard Pinot Noir 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/cambria-julias-vineyard-pinot-noir-2015-980482
21.95,92,Alejandro Fernández Dehesa La Granja 2011,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/alejandro-fern%C3%A1ndez-dehesa-la-granja-2011-192476
23.95,92,Castello di Querceto Chianti Classico 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/castello-di-querceto-chianti-classico-2016-680496
137.00,97,Domaine Isabel Ferrando Colombis Châteauneuf-du-Pape 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/domaine-isabel-ferrando-colombis-ch%C3%A2teauneuf-du-pape-2017-416354
19.75,91,Larry Charubino Pedestal Chardonnay 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/larry-charubino-pedestal-chardonnay-2017-633446
24.95,91,Castoro Cellars Estate Grown Zinfandel 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/castoro-cellars-estate-grown-zinfandel-2016-645432
15.95,90,Feudo Maccari Olli Grillo 2019,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/feudo-maccari-olli-grillo-2019-477877
18.95,94,Tommasi Poggio al Tufo Cabernet Sauvignon 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/tommasi-poggio-al-tufo-cabernet-sauvignon-2016-203927
105.00,96,Montevertine 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/montevertine-2017-167742
18.95,91,Cap Royal Rouge 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/cap-royal-rouge-2016-486761
149.00,96,Catena Zapata Adrianna Vineyard River Stones Malbec 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/catena-zapata-adrianna-vineyard-river-stones-malbec-2015-542845
16.95,95,San Marzano Talò Primitivo di Manduria 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/san-marzano-tal%C3%B2-primitivo-di-manduria-2016-455220
300.00,95,Domaine Dujac Aux Combottes Gevrey-Chambertin 1er Cru 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/domaine-dujac-aux-combottes-gevrey-chambertin-1er-cru-2018-608547
533.00,97,Domaine Dujac Clos de La Roche Grand Cru 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/domaine-dujac-clos-de-la-roche-grand-cru-2018-988097
160.00,100,Don Melchor Cabernet Sauvignon 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/don-melchor-cabernet-sauvignon-2018-403980
840.00,97,Masseto 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/masseto-2017-730655
17.75,91,Jean-Luc Colombo Le Pavillon des Courtisanes Cairanne 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/jean-luc-colombo-le-pavillon-des-courtisanes-cairanne-2016-120717
41.95,92,Château-Fuissé Tête de Cuvée Pouilly-Fuissé 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/ch%C3%A2teau-fuiss%C3%A9-t%C3%AAte-de-cuv%C3%A9e-pouilly-fuiss%C3%A9-2017-208546
160.00,97,Standish The Relic Shiraz/Viognier 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/standish-the-relic-shiraz-viognier-2017-71795
230.00,98,Montevertine Le Pergole Torte 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/montevertine-le-pergole-torte-2017-316604
27.95,94,Nautilus Chardonnay 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/nautilus-chardonnay-2017-331652
19.95,92,Château de Nages Vieilles Vignes Blanc 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/ch%C3%A2teau-de-nages-vieilles-vignes-blanc-2017-479659
14.25,89,Casa Monte Pío Albariño 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/casa-monte-p%C3%ADo-albari%C3%B1o-2016-629824
19.95,96,Nativ Rue Dell'Inchiostro Aglianico 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/nativ-rue-dellinchiostro-aglianico-2017-631606
19.95,90,Labrusca Lini 910 Reggiano Lambrusco Rosso Secco,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/labrusca-lini-910-reggiano-lambrusco-rosso-secco-632208
69.95,95,Sequoia Grove Cabernet Sauvignon 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/sequoia-grove-cabernet-sauvignon-2014-60020
39.95,91,Domaine Laroche Vieilles Vignes Les Vaillons Chablis 1er Cru 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/domaine-laroche-vieilles-vignes-les-vaillons-chablis-1er-cru-2018-991893
14.95,91,Montes Limited Selection Carmenère 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/montes-limited-selection-carmen%C3%A8re-2018-256685
21.95,92,Tormaresca Torcicoda Primitivo 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/tormaresca-torcicoda-primitivo-2017-320929
47.00,91,Tantalus Pinot Noir 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/tantalus-pinot-noir-2018-574228
29.95,92,Mission Hill Reserve Cabernet Sauvignon 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/mission-hill-reserve-cabernet-sauvignon-2017-553321
180.00,94,Silverado Vineyards Estate Grown Cabernet Sauvignon 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/silverado-vineyards-estate-grown-cabernet-sauvignon-2016-111880
46.95,92,Giribaldi Barolo 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/giribaldi-barolo-2014-948976
24.95,90,Château La Cardonne 2010,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/ch%C3%A2teau-la-cardonne-2010-550244
16.95,90,St. Hubertus Pinot Blanc 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/st-hubertus-pinot-blanc-2016-648899
21.95,91,Cune Reserva 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/cune-reserva-2014-417659
17.25,90,Conceito Contraste 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/conceito-contraste-2016-268003
153.00,97,Le Macchiole Paleo 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/le-macchiole-paleo-2016-945667
415.00,100,Eisele Vineyard Cabernet Sauvignon 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/eisele-vineyard-cabernet-sauvignon-2015-118026
65.00,95,Produttori del Barbaresco Barbaresco 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/produttori-del-barbaresco-barbaresco-2016-708826
52.00,93,Yves Cuilleron Cavanos Saint-Joseph 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/yves-cuilleron-cavanos-saint-joseph-2018-699397
96.00,94,Château Grand-Puy Ducasse 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/ch%C3%A2teau-grand-puy-ducasse-2015-10182
58.00,92,Domaine Bouchard Père & Fils Beaune du Château 1er Cru 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/domaine-bouchard-p%C3%A8re-fils-beaune-du-ch%C3%A2teau-1er-cru-2016-901199
95.00,90,Domaine Louis Jadot Clos de Malte Santenay 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/domaine-louis-jadot-clos-de-malte-santenay-2018-332528
63.00,93,Elena Fucci Titolo Aglianico del Vulture 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/elena-fucci-titolo-aglianico-del-vulture-2017-314971
30.95,95,Valdespino Inocente Single Vineyard Fino Dry Sherry,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/valdespino-inocente-single-vineyard-fino-dry-sherry-378919
16.95,98,Federici Roma Rosso 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/federici-roma-rosso-2017-638726
16.95,90,Collavini T Friulano 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/collavini-t-friulano-2017-631622
14.95,89,Leopard's Leap Pinotage/Shiraz 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/leopards-leap-pinotage-shiraz-2016-148205
16.95,93,Black Cottage Rosé 2019,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/black-cottage-ros%C3%A9-2019-539320
24.95,91,LAN Reserva 2012,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/lan-reserva-2012-42929
15.95,89,Snapper Rock Sauvignon Rosé 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/snapper-rock-sauvignon-ros%C3%A9-2018-668459
39.25,92,Sperling Brut Reserve 2011,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/sperling-brut-reserve-2011-635144
16.95,90,Le Cirque Grenache/Syrah/Mourvèdre 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/le-cirque-grenache-syrah-mourv%C3%A8dre-2015-277079
44.00,94,Quinta dos Murças Reserva 2013,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/quinta-dos-mur%C3%A7as-reserva-2013-427229
19.95,92,Maxwell Silver Hammer Shiraz 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/maxwell-silver-hammer-shiraz-2017-89599
19.95,95,BenMarco Cabernet Sauvignon 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/benmarco-cabernet-sauvignon-2016-232637
16.95,90,Viña Olabarri Crianza 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/vi%C3%B1a-olabarri-crianza-2016-461277
14.95,92,Cimal Garnacha 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/cimal-garnacha-2016-646836
13.95,90,Aveleda Loureiro 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/aveleda-loureiro-2017-646067
19.95,90,Calamus Estate Winery Meritage 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/calamus-estate-winery-meritage-2016-10530
24.95,92,Canonica a Cerreto Riserva Chianti Classico 2013,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/canonica-a-cerreto-riserva-chianti-classico-2013-275867
26.95,96,Tenuta Roveglia Vigne di Catullo Lugana Riserva 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/tenuta-roveglia-vigne-di-catullo-lugana-riserva-2014-437004
24.95,90,Esk Valley Chardonnay 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/esk-valley-chardonnay-2017-149997
110.00,97,Albert Bichot Domaine Long-Depaquit Les Clos Chablis Grand Cru 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/albert-bichot-domaine-long-depaquit-les-clos-chablis-grand-cru-2018-10184
129.00,93,Domaine Bouchard Père & Fils Genevrières Meursault 1er Cru 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/domaine-bouchard-p%C3%A8re-fils-genevri%C3%A8res-meursault-1er-cru-2016-87049
39.00,90,Château Magondeau Passion 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/ch%C3%A2teau-magondeau-passion-2016-11723
75.00,96,Montes Folly Syrah 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/montes-folly-syrah-2017-62356
105.00,96,Brittan Vineyards Cygnus Block Pinot Noir 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/brittan-vineyards-cygnus-block-pinot-noir-2016-10364
19.95,91,Firriato Santagostino Baglio Sorìa Nero d'Avola/Syrah 2013,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/firriato-santagostino-baglio-sor%C3%ACa-nero-davola-syrah-2013-291369
91.00,94,Château Haut-Bages Libéral 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/ch%C3%A2teau-haut-bages-lib%C3%A9ral-2015-666925
25.00,95,Castello d'Alba Vinhas Velhas 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/castello-dalba-vinhas-velhas-2015-10399
59.95,95,De Wetshof Bataleur Chardonnay 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/de-wetshof-bataleur-chardonnay-2016-10012
14.95,90,Argento Reserva Cabernet Franc 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/argento-reserva-cabernet-franc-2015-668335
16.95,95,Luciano Arduini Fontana del Fongo Valpolicella Classico 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/luciano-arduini-fontana-del-fongo-valpolicella-classico-2018-121731
21.95,92,Hazaña Viñas Viejas 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/haza%C3%B1a-vi%C3%B1as-viejas-2014-648204
243.00,100,Muga Aro 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/muga-aro-2016-169292
330.00,95,Château Canon 2005,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/ch%C3%A2teau-canon-2005-209270
64.00,89,Ségla 2012,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/s%C3%A9gla-2012-265512
49.00,93,Roda Reserva 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/roda-reserva-2014-664557
156.00,94,Clos Pegase Hommage Cabernet Sauvignon 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/clos-pegase-hommage-cabernet-sauvignon-2014-739219
14.75,90,Nederburg Manor House Sauvignon Blanc 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/nederburg-manor-house-sauvignon-blanc-2018-372334
132.00,95,Domaine Louis Jadot Charmes Meursault 1er Cru 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/domaine-louis-jadot-charmes-meursault-1er-cru-2018-404855
29.95,93,Luigi Bosca D.O.C. Malbec 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/luigi-bosca-doc-malbec-2016-74922
19.95,92,Puente Austral Gran Reserva Cabernet Sauvignon 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/puente-austral-gran-reserva-cabernet-sauvignon-2016-10593
99.00,99,Leeuwin Art Series Chardonnay 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/leeuwin-art-series-chardonnay-2017-619437
25.95,93,Carmes de Rieussec 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/carmes-de-rieussec-2015-472092
